idx,entity_id,entity_name,cohort,model_id,model_family,is_refusal,gemini_cov,gemini_acc,gemini_score,claude_cov,claude_acc,claude_score,gpt5_cov,gpt5_acc,gpt5_score,response_excerpt
255,csrankings_jian_weng_0002,Jian Weng 0002,cs_faculty,llama-4-maverick,llama4,0,0.7,1.0,0.7,0.4,0.4,0.4,0.4,0.8,0.6000000000000001,"Jian Weng is a faculty member at King Abdullah University of Science and Technology (KAUST). He is an associate professor in the Computer Science program. His research focuses on cryptography and cybersecurity, with an emphasis on topics like blockchain, secure multi-party computation, and cryptogra"
256,csrankings_gobinda_chowdhury,Gobinda Chowdhury,cs_faculty,qwen3.5-397b-a17b-think,qwen3.5,0,0.8,1.0,0.8,0.7,0.7,0.7,0.4,0.7,0.55,"Professor Gobinda Chowdhury is a renowned scholar historically associated with the University of Strathclyde's Department of Computer and Information Sciences, though he later moved to Northumbria University. His expertise bridges Information Science and Computer Science, focusing on information ret"
257,csrankings_karl_crary,Karl Crary,cs_faculty,qwen3-235b-a22b-think,qwen3,0,0.5,1.0,0.5,0.4,0.4,0.4,0.4,0.75,0.575,"Karl Crary is a Teaching Professor in the Computer Science Department at Carnegie Mellon University (CMU), where he has been active since the early 2000s. His work focuses on programming languages, software engineering, and computer science education. He holds a Ph.D. in Computer Science from Cornel"
258,csrankings_kris_bubendorfer,Kris Bubendorfer,cs_faculty,phi-4,phi,0,0.0,0.0,0.0,0.1,0.7,0.39999999999999997,0.0,0.0,0.0,"As of my last update, there is no widely available or well-documented information about a specific computer science faculty member named Kris Bubendorfer at the Victoria University of Wellington. It is possible that Kris Bubendorfer is a relatively new addition to the faculty or not well-documented "
259,csrankings_jennifer_j__sun,Jennifer J. Sun,cs_faculty,ernie-4.5-300b-a47b,ernie,0,0.7,0.7,0.48999999999999994,0.4,0.4,0.4,0.4,0.2,0.30000000000000004,"Jennifer J. Sun is recognized as a faculty member in Cornell University’s Computer Science Department, with expertise in machine learning and human-centered AI. Her research focuses on developing algorithms that integrate cognitive science principles to improve interpretability, fairness, and robust"
260,csrankings_marco_wiering,Marco Wiering,cs_faculty,kimi-k2,kimi,0,0.7,1.0,0.7,0.7,0.4,0.55,0.45,0.4,0.42500000000000004,"Marco Wiering teaches machine-learning, reinforcement learning and statistics at the University of Groningen and heads the Intelligent Systems group in the Bernoulli Institute. His long-running research focuses on reinforcement-learning methods, deep learning, evolutionary algorithms and their use i"
261,csrankings_hojin_jang,Hojin Jang,cs_faculty,gpt-5.4,gpt5,0,0.67,1.0,0.67,0.4,0.4,0.4,0.4,0.8,0.6000000000000001,"Hojin Jang is a computer science faculty member at Korea University whose work is generally associated with systems and networking, especially in areas like mobile and wireless systems, networked/edge computing, and practical system design. Faculty in this area typically publish in major systems and"
262,csrankings_xinming_ou,Xinming Ou,cs_faculty,gpt-5.3,gpt5,0,0.5,1.0,0.5,0.4,0.7,0.55,0.4,1.0,0.7,"Xinming Ou is a cybersecurity researcher and professor of computer science at the University of South Florida. His work focuses on system and network security, with an emphasis on attack modeling, risk analysis, and defensive strategies. He is well known for research on graph-based security assessme"
263,csrankings_youcheng_sun,Youcheng Sun,cs_faculty,phi-4,phi,0,0.0,0.0,0.0,0.1,0.7,0.39999999999999997,0.0,0.0,0.0,"As of my last update, specific information about Youcheng Sun, particularly his involvement with MBZUAI (Mohammad Bin Zayed University of Artificial Intelligence) in the United Arab Emirates, isn't available in my training data. MBZUAI is known for its focus on artificial intelligence and aligns wit"
264,csrankings_bill_lin_0001,Bill Lin 0001,cs_faculty,grok-4,grok,0,0.8,1.0,0.8,0.4,0.7,0.55,0.4,0.9,0.65,"Bill Lin (often disambiguated as Bill Lin 0001 in academic databases like DBLP) is a Professor in the Department of Electrical and Computer Engineering at the University of California, San Diego (UCSD). His research focuses on digital system design, embedded systems, computer architecture, VLSI/CAD,"
265,csrankings_kirstin_h__petersen,Kirstin H. Petersen,cs_faculty,mistral-large,mistral,0,0.75,1.0,0.75,0.4,0.7,0.55,0.4,0.8,0.6000000000000001,"Kirstin H. Petersen is a prominent figure in the field of computer science, particularly known for her work in robotics. She is an associate professor at Cornell University, where she leads the Collective Embodied Intelligence Lab. Her research focuses on bio-inspired robotics, swarm intelligence, a"
266,csrankings_venkatachalam_anantharam,Venkatachalam Anantharam,cs_faculty,deepseek-v3.2-think,deepseek,0,0.8,1.0,0.8,0.4,0.7,0.55,0.45,0.85,0.65,"Venkatachalam Anantharam is a distinguished professor in the Department of Electrical Engineering and Computer Sciences (EECS) at UC Berkeley, though his primary affiliation and groundbreaking work are in electrical engineering and mathematics, not core computer science.  He is a renowned theorist r"
267,csrankings_paulo_lcio_de_geus,Paulo Lício de Geus,cs_faculty,gemini-2.5-pro-think,gemini,0,0.7,0.4,0.27999999999999997,0.4,0.4,0.4,0.4,0.3,0.35,"Paulo Lício de Geus is a Full Professor at the Institute of Computing (IC) at the University of Campinas (UNICAMP), a leading university in Brazil. He holds a Ph.D. in Electrical Engineering from Stanford University, along with a Master's and Bachelor's degree from UNICAMP.  His primary research int"
268,csrankings_chris_thomas_0004,Chris Thomas 0004,cs_faculty,llama-3.1-8b,llama,0,0.0,0.0,0.0,0.1,0.7,0.39999999999999997,0.0,0.0,0.0,"I was unable to find any publicly available information about a computer science faculty member at Virginia Tech with the name ""Chris Thomas 0004."" I can try to look up individuals at Virginia Tech, but the format of the name you provided seems unusual, with the ""0004"" at the end. This may be a pers"
269,csrankings_parastoo_abtahi,Parastoo Abtahi,cs_faculty,glm-5.1-think,glm,0,0.7,1.0,0.7,0.4,0.7,0.55,0.45,0.75,0.6,"Parastoo Abtahi is an Assistant Professor in the Department of Computer Science at Princeton University. Her research operates at the intersection of Human-Computer Interaction (HCI) and personal fabrication, with a strong emphasis on 3D printing and interactive system design. She focuses on develop"
270,csrankings_eric_s__k__yu,Eric S. K. Yu,cs_faculty,deepseek-v4-pro-think,deepseek,0,0.8,1.0,0.8,0.7,0.85,0.7749999999999999,0.5,0.9,0.7,"Eric S. K. Yu is a Professor in the Department of Computer Science at the University of Toronto. He is widely recognized for pioneering the i* (iStar) modeling framework, a goal- and agent-oriented approach that captures strategic dependencies and rationales among actors in early-phase requirements "
271,csrankings_dino_mandrioli,Dino Mandrioli,cs_faculty,claude-sonnet-4.6-think,claude,0,0.8,1.0,0.8,0.7,0.85,0.7749999999999999,0.45,0.95,0.7,"Dino Mandrioli is a long-standing professor at Politecnico di Milano, affiliated with the Department of Electronics, Information and Bioengineering (DEIB). He is well known for his contributions to **software engineering** and **theoretical computer science**. He has co-authored influential textbook"
272,csrankings_mendel_rosenblum,Mendel Rosenblum,cs_faculty,llama-3.1-8b,llama,0,0.4,0.7,0.27999999999999997,0.4,0.4,0.4,0.4,0.4,0.4,"Mendel Rosenblum is a computer science faculty member at Stanford University. He is the Vice President for Engineering at NVIDIA Corporation, a role he also holds alongside his academic position. Prior to this role, he was a Stanford professor for over 20 years, and he is a well-known researcher in "
273,csrankings_frank_w__takes,Frank W. Takes,cs_faculty,deepseek-v3.2-think,deepseek,0,0.7,1.0,0.7,0.7,0.7,0.7,0.45,0.7,0.575,"Frank W. Takes is an associate professor in the Leiden Institute of Advanced Computer Science (LIACS) at Leiden University, Netherlands. His research focuses on **computational network science**, specifically the algorithmic and methodological aspects of analyzing complex networks. Key areas include"
274,csrankings_yong_li_0008,Yong Li 0008,cs_faculty,phi-4,phi,0,0.0,0.0,0.0,0.1,0.4,0.25,0.0,0.0,0.0,"As of my last update, I do not have specific information about a faculty member named Yong Li 0008 at Tsinghua University. It is possible that this name does not correspond to a widely recognized or documented individual within the publicly available data about the university's faculty. Tsinghua Uni"
275,csrankings_adrian_sampson,Adrian Sampson,cs_faculty,deepseek-v3.2-think,deepseek,0,0.8,1.0,0.8,0.7,0.7,0.7,0.4,0.7,0.55,"Adrian Sampson is an assistant professor of computer science at **Cornell Tech**, Cornell University's tech campus in New York City. He is a member of the **Computer Systems** and **Programming Languages** research areas.  His research primarily focuses on **computer architecture** and **programming"
276,csrankings_siamak_fayyaz_shahandashti,Siamak Fayyaz Shahandashti,cs_faculty,llama-4-maverick,llama4,0,0.7,1.0,0.7,0.4,0.7,0.55,0.45,0.95,0.7,"Siamak Fayyaz Shahandashti is a faculty member in the Department of Computer Science at the University of York. His research interests include cryptography and information security. Specifically, his work has focused on topics such as password-based authentication, cryptographic protocols, and appli"
277,csrankings_gabriele_anderst_kotsis,Gabriele Anderst-Kotsis,cs_faculty,claude-sonnet-4.6-think,claude,0,0.7,1.0,0.7,0.4,0.7,0.55,0.4,0.9,0.65,"Gabriele Anderst-Kotsis is a professor at Johannes Kepler University Linz (JKU Linz) in Austria, affiliated with the Department of Telekooperation (Telecommunications). Her research interests broadly encompass distributed systems, mobile computing, wireless networks, and multimedia systems. She has "
278,csrankings_jian_huang_0006,Jian Huang 0006,cs_faculty,kimi-k2.6-think,kimi,0,0.8,1.0,0.8,0.7,0.85,0.7749999999999999,0.4,0.9,0.65,"Jian Huang is a faculty member at the University of Illinois at Urbana-Champaign working on computer systems, memory and storage architectures, and operating systems. His research focuses on persistent memory, disaggregated memory, and reliable storage system design, addressing challenges in perform"
279,csrankings_fredrik_kjolstad,Fredrik Kjolstad,cs_faculty,deepseek-v4-flash-think,deepseek,0,0.8,1.0,0.8,0.7,0.7,0.7,0.5,0.9,0.7,"Fredrik Kjolstad is an Assistant Professor of Computer Science at Stanford University. His research focuses on programming languages, compilers, and high-performance computing, with a particular emphasis on sparse tensor algebra and domain-specific languages. He is best known for leading the develop"
280,csrankings_mohsen_ghaffari_0001,Mohsen Ghaffari 0001,cs_faculty,qwen3-32b-think,qwen3,0,0.0,0.0,0.0,0.3,0.7,0.5,0.0,0.0,0.0,"I cannot confirm the existence of a faculty member named ""Mohsen Ghaffari 0001"" at MIT. The suffix ""0001"" suggests this might be a disambiguation identifier from a database (e.g., arXiv or LinkedIn), but there is no publicly known computer science faculty at MIT with this exact name and identifier. "
281,csrankings_pravesh_kothari,Pravesh Kothari,cs_faculty,mistral-medium-3.1,mistral-prop,0,0.0,0.0,0.0,0.3,0.6,0.44999999999999996,0.0,0.0,0.0,"**Unknown**  As of my latest knowledge (June 2024), there is no publicly known **Pravesh Kothari** listed as a computer science faculty member at **Princeton University**. Princeton’s CS faculty includes well-documented names like **Bernard Chazelle, Sanjeev Arora, or Matt Weinberg**, but not this i"
282,csrankings_evangelos_kranakis,Evangelos Kranakis,cs_faculty,glm-5.1-think,glm,0,0.8,1.0,0.8,0.7,0.7,0.7,0.4,0.85,0.625,"Evangelos Kranakis is a distinguished professor in the School of Computer Science at Carleton University in Ottawa, Canada. His primary research interests lie in theoretical computer science, with a strong focus on algorithms, computational geometry, distributed computing, and network algorithms.   "
283,csrankings_rongrong_ji,Rongrong Ji,cs_faculty,qwen3.5-397b-a17b-think,qwen3.5,0,0.7,1.0,0.7,0.4,0.4,0.4,0.45,0.75,0.6,"Rongrong Ji is a Professor at the School of Informatics, Xiamen University, China. She specializes in multimedia analysis, computer vision, and machine learning. Her research explores deep learning techniques for image and video understanding, visual hashing, and cross-modal retrieval. Professor Ji "
284,csrankings_nathan_jacobs,Nathan Jacobs,cs_faculty,ernie-4.5-300b-a47b,ernie,0,0.7,1.0,0.7,0.4,0.7,0.55,0.4,0.9,0.65,"Nathan Jacobs is a faculty member in the Computer Science & Engineering Department at Washington University in St. Louis (WashU). His research focuses on computer vision, machine learning, and remote sensing, with applications in areas like environmental monitoring, urban analytics, and scene unders"
285,oa_author_li_yi,Li Yi,long_tail_researcher_openalex,gpt-5.5-think,gpt5,0,1.0,1.0,1.0,0.7,0.85,0.7749999999999999,0.75,0.95,0.85,"Li Yi is a computer vision and graphics researcher associated with Stanford University, known for work in 3D shape modeling, geometric deep learning, and point-cloud analysis. His research focuses on representing, understanding, segmenting, and reconstructing 3D objects and scenes, often using neura"
